Entry,SMILES,Label-1,Label-2
5539,COc1cccc(C2Nc3c(F)cc(Br)cc3C3C=CCC32)c1OC,0,NA
2714,COC(=O)c1ccn(CO)n1,0,NA
8156,COc1ccc(CCn2c(=S)[nH]c3ccccc3c2=O)cc1.[NaH],0,NA
4739,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,0,NA
633,CCN(Cc1ccc(OC)cc1)S(=O)(=O)c1ccccc1,0,NA
7801,CCOC(=O)C1=C(C=C(CC1C)OC)C,0,NA
9046,CCOc1ccc(NC(=O)CC2NCCNC2=O)cc1,0,NA
3140,C[C@H]([C@@H]([C@@H](CC=O)N)O)O,0,NA
6837,c1ccc(-c2cnco2)cc1,0,NA
8432,CC(CO)Cn1cccn1,0,NA
6890,COc1nc(N)c2cn[nH]c2n1,0,NA
1076,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@]34C[C@@H]5C[C@@H](C[C@@](N)(C5)C3)C4)C(=O)N2[C@H]1C(=O)O,0,NA
7518,O=Cc1cn(Cc2ccc(F)cc2Cl)nc1-c1ccccc1,0,NA
1589,CCOC(=O)C(C)Oc1ccc(Oc2nc(Br)c(C(=O)N(C)C)s2)cc1,0,NA
3929,I[Ca]I.O,0,NA
3944,O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Eu+3].[Eu+3],0,NA
183,ClC(=O)C1=CC=C(C=C1)C(Cl)=O,0,NA
2149,CCCCCC(C)Cl,0,NA
1731,FC(F)(F)Oc1cc(Br)c(I)c(Br)c1,0,NA
1411,O=C(O)CC(=O)c1ccc(F)c(Cl)c1,0,NA
9532,Cc1cccc(/N=N/c2c(O)ccc3ccccc23)c1,0,NA
7411,CCOC(=O)c1ccn(CCl)n1,0,NA
6198,Cc1cccc(C)c1NCN1C(=O)C2C3C=CC(C4CC34)C2C1=O,0,NA
650,CN1CCN(c2ccc(F)cc2S(C)(=O)=O)CC1,0,NA
3946,N.O=S(=O)(O)OS(=O)(=O)O,0,NA
9983,C/C(=C\CNc1nncc2c1ncn2[C@@H]1O[C@H](CO)C(O)[C@@H]1O)CO,0,NA
1632,CN1C(Cl)=NS(=O)(=O)c2cc(F)ccc21,0,NA
6118,CCC1NC2(C(=O)N(Cc3ccccc3F)c3ccccc32)C2C(=O)N(Cc3ccccc3)C(=O)C12,0,NA
1647,Cc1cc(F)cc(Br)c1Cl,0,NA
6073,O=C(NN1C(=O)C2C3CCC(O3)C2C1=O)c1ccco1,0,NA
443,CC(C)n1nnc2ccccc2c1=O,0,NA
4088,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC(=O)C)N)OC(=O)C)OC(=O)C.Cl,0,NA
2117,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C(C)(F)F,0,NA
3184,CCOC(=O)c1cnn(-c2ccc(SC#N)cc2)c1-c1ccccc1,0,NA
9505,CC(=O)Nc1ccc(NC(=O)CC2Nc3ccccc3NC2=O)cc1,0,NA
5262,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,0,NA
9284,COc1cc(CNC(=O)C(Cc2ccccc2)NC(=O)c2ccccc2)cc(OC)c1OC,0,NA
5041,O=Cc1nccn1Cc1ccccc1,0,NA
6981,C[C@@H]1O[C@H]2CC(=O)O[C@H]2C2=C1C(=O)c1cc(-c3cc(O)c4c(c3)C(=O)C35OC3(C4=O)[C@@H]3OC(=O)C[C@@H]3O[C@H]5C)cc(O)c1C2=O,0,NA
2989,Clc1c(Br)ccc(Br)c1Cl,0,NA
5140,CCOC(=O)[C@H]1O[C@@H]1C(=O)Oc1ccc([N+](=O)[O-])cc1,0,NA
8456,CNCc1c[nH]nc1C,0,NA
1951,C#CCNC(=O)CCCc1ccc2ccc3cccc4ccc1c2c34,0,NA
8452,CNCc1c(C)nn(C(C)C)c1C,0,NA
5858,COC(=O)C1C(O)C(C(=O)OC)C(C)N(C)C1C,0,NA
6558,COC(=O)c1ccn(S(C)(=O)=O)n1,0,NA
6289,O=C(O)c1cc(-c2ccco2)n(-c2ccccc2)n1,0,NA
6499,COC(=O)c1cc(O)cc(OC)c1C(=O)c1c(O)cc(C)cc1OC,0,NA
2088,C1CN2CCC1N1CCC2CC1,0,NA
3920,Br[Mn]Br.O,0,NA
9338,OC(CNCCc1ccc(Cl)cc1Cl)COc1ccccc1,0,NA
2259,CNC1=C(C(=NC=N1)OC)[N+](=O)[O-],0,NA
4152,CC(C)(C)C(=O)SC1CCCCC1,0,NA
1158,Cc1cc(C)cc(C(=O)CC(=O)O)c1,0,NA
8834,O=C1C2CSC(c3ccc(F)cc3)N2C(=S)N1c1ccccc1,0,NA
4735,Cc1ccnn1C(F)F,0,NA
5810,CCC1CC2CCN1C([C@H](O)c1ccnc3ccccc13)C2,0,NA
2508,CCOC(=O)c1cc2c(C(F)(F)F)cc(Br)cc2[nH]1,0,NA
1354,CC12CCC(C(=O)O)(CC1=NO)C2(C)C,0,NA
1635,Cc1c(Br)ccc(Br)c1F,0,NA
5663,CCOC(=O)C1C(=O)CC(C)(O)C(C(=O)OCC)C1c1ccc(C(=O)OC)cc1,0,NA
9735,COc1c(C)c(O)c(Cc2c(O)c(Cc3c(O)c(C)c(OC)c(C(=O)C(C)C)c3OC)c(O)c(C(=O)C(C)C)c2O)c(O)c1C(=O)C(C)C,0,NA
4464,CC1CCC2(C1)OC(=O)NC2=O,0,NA
5681,COC(=O)CCc1cccc(CN)c1,0,NA
9861,NCCNC(=O)COc1ccc2ccccc2c1,0,NA
5136,CCOP(=O)(CCCCCCBr)OCC,0,NA
7548,CCn1cc(-c2n[nH]cc2Br)cn1,0,NA
9472,C[C@@H]([C@H]1[C@H](O)C[C@@]2(C)[C@@H]3C=C[C@H]4[C@](C)(CO)[C@@H](N(C)C(=O)c5ccccc5)CC[C@@]45C[C@@]35CC[C@]12C)N(C)C,0,NA
2718,Cc1c(Cl)c(C(=O)NCCN)nn1C,0,NA
5785,CC(NC(=O)C1CC=CCC1C(=O)O)C1CC2CCC1C2,0,NA
1591,COC(=O)c1sc(S(=O)(=O)c2ccc(Cl)cc2Cl)nc1Br,0,NA
4817,NNC(=O)c1ccn(COc2cccc(Cl)c2Cl)n1,0,NA
8269,N#CCC(O)c1cccc([N+](=O)[O-])c1,0,NA
8798,CCOC(=O)C1CC(=O)N(C1)C,0,NA
8034,Cc1ccc(-n2ncc(C#N)c2N=CNO)cc1,0,NA
3633,CC(C)(C)OC(=O)N1CCOC(C1)C2=CC=C(C=C2)N,0,NA
8505,CC(C)CC(N)C(\O)=N\C(C(C)C)C(O)=O,0,NA
1386,O=C(O)CC(=O)c1c(Cl)cc(Cl)cc1Cl,0,NA
46,FCCCCOc1ccc(cc1)c1ccc(cc1)N(=O)=O,0,NA
3983,COC(=O)CCCCCCCC#CCO,0,NA
780,CC(C)c1cc(N)c2c(I)n[nH]c2c1,0,NA
6858,COC(=O)c1cccc2cccc(C(=O)OC)c12,0,NA
3181,NCC(O)c1cccs1,0,NA
7628,Cn1cc(-c2ccnc(=S)[nH]2)cn1,0,NA
6206,CC12CN(C(=O)c3ccccc3)C3(C#N)CC1CCC23C,0,NA
7094,CC(CN)Cn1ccc(C(F)(F)F)n1,0,NA
8437,CCC(=O)c1cnn(C)c1,0,NA
5318,C1=CC2=C(C=C1Cl)C(=C(N2)[O-])[N+]#N,0,NA
5698,O=C(O)C1C2C=CC(C3CC23)C1C(=O)Nc1ccc2c(c1)CCC2,0,NA
2285,CC(=O)c1c(O)c(O)cc2c1CCCC2,0,NA
9752,CC(C)C1C=NC(C(=O)O)C1,0,NA
3524,Cc1nn(CC(=O)Cl)cc1Cl,0,NA
3673,CCOC(=O)c1ccc(NC(=O)c2ccc(OC)cc2)cc1,0,NA
9762,OB(O)c1ccc2ccc3cccnc3c2n1,0,NA
4858,CC(O)CNCC(C)O.CCCCCCCCCCCCCCCCCC(=O)O,0,NA
5977,Cc1nc2n(c(=O)c1CCN1CCC(c3nc4ccc(F)cc4o3)CC1)CCCC2,0,NA
5895,CSCCC1NC2(C(=O)N(Cc3cccc4ccccc34)c3ccccc32)C2C(=O)N(Cc3ccccc3)C(=O)C12,0,NA
4801,Cc1cccc(Cn2cc(N=C=S)cn2)c1,0,NA
5018,O=C[C@H]1C[C@@H]2CCC(=O)N2C1,0,NA
9770,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,0,NA
